onet_soc_code,occupation_title,stem_occupation_types,job_zone,bright_outlook,task_id,task,task_category,importance,task_rank_in_occupation,dwa_id,dwa_title,iwa_id,iwa_title,gwa_id,gwa_title
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16974,"Interpret test results, compare them to established specifications and control limits, and make recommendations on appropriateness of data for release.",Core,84.0,2,4.A.2.a.4.g.5,Interpret research or operational data.,4.A.2.a.4.g,Analyze data to improve operations.,4.A.2.a.4,Analyzing Data or Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16978,"Calibrate, validate, or maintain laboratory equipment.",Core,82.0,3,4.A.3.a.2.i.4,Calibrate scientific or technical equipment.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16978,"Calibrate, validate, or maintain laboratory equipment.",Core,82.0,3,4.A.3.b.5.c.5,Maintain laboratory or technical equipment.,4.A.3.b.5.c,"Maintain electronic, computer, or other technical equipment.",4.A.3.b.5,Repairing and Maintaining Electronic Equipment
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16977,"Complete documentation needed to support testing procedures, including data capture forms, equipment logbooks, or inventory forms.",Core,80.0,6,4.A.3.b.6.h.18,Record research or operational data.,4.A.3.b.6.h,Maintain operational records.,4.A.3.b.6,Documenting/Recording Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16961,Ensure that lab cleanliness and safety standards are maintained.,Core,80.0,4,4.A.1.b.2.e.9,Inspect areas for compliance with sanitation standards.,4.A.1.b.2.e,Inspect facilities or equipment.,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16956,Perform visual inspections of finished products.,Core,80.0,5,4.A.2.a.1.e.3,Evaluate quality of materials or products.,4.A.2.a.1.e,Evaluate production inputs or outputs.,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16979,Compile laboratory test data and perform appropriate analyses.,Core,79.0,7,4.A.2.a.4.d.1,Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields.,4.A.2.a.4.d,Analyze scientific or applied data using mathematical principles.,4.A.2.a.4,Analyzing Data or Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16959,Identify and troubleshoot equipment problems.,Core,79.0,8,4.A.3.b.5.c.5,Maintain laboratory or technical equipment.,4.A.3.b.5.c,"Maintain electronic, computer, or other technical equipment.",4.A.3.b.5,Repairing and Maintaining Electronic Equipment
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16964,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.",Core,78.0,9,4.A.3.b.6.o.4,Prepare operational reports.,4.A.3.b.6.o,Prepare reports of operational or procedural activities.,4.A.3.b.6,Documenting/Recording Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16973,Investigate or report questionable test results.,Core,77.0,10,4.A.1.b.2.c.3,Analyze test results.,4.A.1.b.2.c,Test characteristics of materials or products.,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16972,"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",Core,75.0,11,4.A.1.a.2.b.16,Monitor operational procedures in technical environments to ensure conformance to standards.,4.A.1.a.2.b,Monitor operations to ensure adequate performance.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16975,Identify quality problems and recommend solutions.,Core,72.0,12,4.A.4.b.6.e.10,Advise others on business or operational matters.,4.A.4.b.6.e,Advise others on business or operational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16971,Participate in out-of-specification and failure investigations and recommend corrective actions.,Core,72.0,13,4.A.2.a.4.l.1,Conduct quantitative failure analyses of operational data.,4.A.2.a.4.l,Analyze performance of systems or equipment.,4.A.2.a.4,Analyzing Data or Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16967,Receive and inspect raw materials.,Core,72.0,14,4.A.2.a.1.e.3,Evaluate quality of materials or products.,4.A.2.a.1.e,Evaluate production inputs or outputs.,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16955,Train other analysts to perform laboratory procedures and assays.,Core,70.0,15,4.A.4.b.3.d.15,Train personnel in technical or scientific procedures.,4.A.4.b.3.d,Train others on operational or work procedures.,4.A.4.b.3,Training and Teaching Others
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16957,"Serve as a technical liaison between quality control and other departments, vendors, or contractors.",Core,69.0,17,4.A.4.a.4.a.1,Develop collaborative relationships between departments or with external organizations.,4.A.4.a.4.a,Develop professional relationships or networks.,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16966,Supply quality control data necessary for regulatory submissions.,Core,69.0,16,4.A.3.b.6.n.6,Prepare information or documentation related to legal or regulatory matters.,4.A.3.b.6.n,Prepare legal or regulatory documents.,4.A.3.b.6,Documenting/Recording Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16958,Participate in internal assessments and audits as required.,Core,66.0,19,4.A.2.a.3.c.1,Conduct financial or regulatory audits.,4.A.2.a.3.c,"Examine financial activities, operations, or systems.",4.A.2.a.3,Evaluating Information to Determine Compliance with Standards
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16970,Perform validations or transfers of analytical methods in accordance with applicable policies or guidelines.,Core,66.0,20,4.A.2.b.1.d.10,Determine appropriate methods for data analysis.,4.A.2.b.1.d,Determine operational methods or procedures.,4.A.2.b.1,Making Decisions and Solving Problems
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16965,Write or revise standard quality control operating procedures.,Core,66.0,18,4.A.3.b.2.f.17,"Establish standards for products, processes, or procedures.",4.A.3.b.2.f,Develop operational or technical procedures or standards.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16969,Prepare or review required method transfer documentation including technical transfer protocols or reports.,Supplemental,65.0,22,4.A.3.b.6.n.6,Prepare information or documentation related to legal or regulatory matters.,4.A.3.b.6.n,Prepare legal or regulatory documents.,4.A.3.b.6,Documenting/Recording Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16968,Review data from contract laboratories to ensure accuracy and regulatory compliance.,Supplemental,64.0,23,4.A.2.a.2.a.7,Verify accuracy of data.,4.A.2.a.2.a,Evaluate the quality or accuracy of data.,4.A.2.a.2,Processing Information
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16962,Develop and qualify new testing methods.,Supplemental,63.0,24,4.A.3.b.2.f.15,Develop testing routines or procedures.,4.A.3.b.2.f,Develop operational or technical procedures or standards.,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16976,Evaluate analytical methods and procedures to determine how they might be improved.,Core,60.0,21,4.A.2.a.1.g.2,Evaluate new technologies or methods.,4.A.2.a.1.g,"Evaluate the characteristics, usefulness, or performance of products or technologies.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16963,Coordinate testing with contract laboratories and vendors.,Supplemental,54.0,25,4.A.4.b.1.c.7,"Coordinate activities with suppliers, contractors, clients, or other departments.",4.A.4.b.1.c,"Coordinate activities with clients, agencies, or organizations.",4.A.4.b.1,Coordinating the Work and Activities of Others
19-4099.01,Quality Control Analysts,Technologists and Technicians,3,0,16960,Evaluate new technologies and methods to make recommendations regarding their use.,Supplemental,49.0,26,4.A.4.b.6.d.4,Advise others on the development or use of new technologies.,4.A.4.b.6.d,Advise others on the design or use of technologies.,4.A.4.b.6,Providing Consultation and Advice to Others
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16999,"Collect geospatial data, using technologies such as aerial photography, light and radio wave detection systems, digital satellites, or thermal energy systems.",Core,86.0,1,4.A.3.a.2.al.3,Collect geographical or geological field data.,4.A.3.a.2.al,Collect environmental or biological samples.,4.A.3.a.2,Handling and Moving Objects
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16986,Verify integrity and accuracy of data contained in remote sensing image analysis systems.,Core,80.0,2,4.A.2.a.2.a.6,Evaluate data quality.,4.A.2.a.2.a,Evaluate the quality or accuracy of data.,4.A.2.a.2,Processing Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16986,Verify integrity and accuracy of data contained in remote sensing image analysis systems.,Core,80.0,2,4.A.2.a.2.a.7,Verify accuracy of data.,4.A.2.a.2.a,Evaluate the quality or accuracy of data.,4.A.2.a.2,Processing Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16994,Correct raw data for errors due to factors such as skew or atmospheric variation.,Supplemental,77.0,10,4.A.2.a.4.a.5,Analyze geological or geographical data.,4.A.2.a.4.a,Analyze environmental or geospatial data.,4.A.2.a.4,Analyzing Data or Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16991,Integrate remotely sensed data with other geospatial data.,Core,77.0,3,4.A.2.a.4.a.7,"Analyze physical, survey, or geographic data.",4.A.2.a.4.a,Analyze environmental or geospatial data.,4.A.2.a.4,Analyzing Data or Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16997,"Adjust remotely sensed images for optimum presentation by using software to select image displays, define image set categories, or choose processing routines.",Core,74.0,5,4.A.2.b.2.o.20,Create images or other visual displays.,4.A.2.b.2.o,Create visual designs or displays.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16996,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs.",Core,74.0,4,4.A.2.b.2.b.6,Develop software or applications for scientific or technical use.,4.A.2.b.2.b,Design computer or information systems or applications.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16996,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs.",Core,74.0,4,4.A.4.b.1.a.5,Collaborate with technical specialists to resolve design or development problems.,4.A.4.b.1.a,Coordinate with others to resolve problems.,4.A.4.b.1,Coordinating the Work and Activities of Others
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16995,Calibrate data collection equipment.,Supplemental,72.0,11,4.A.3.a.2.i.4,Calibrate scientific or technical equipment.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16998,"Manipulate raw data to enhance interpretation, either on the ground or during remote sensing flights.",Core,72.0,6,4.A.2.a.4.a.5,Analyze geological or geographical data.,4.A.2.a.4.a,Analyze environmental or geospatial data.,4.A.2.a.4,Analyzing Data or Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16990,"Merge scanned images or build photo mosaics of large areas, using image processing software.",Core,72.0,7,4.A.2.b.2.o.20,Create images or other visual displays.,4.A.2.b.2.o,Create visual designs or displays.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16993,Develop or maintain geospatial information databases.,Supplemental,71.0,12,4.A.2.b.2.f.2,Develop technical or scientific databases.,4.A.2.b.2.f,Design databases.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16989,"Monitor raw data quality during collection, and make equipment corrections as necessary.",Supplemental,69.0,13,4.A.3.a.2.i.4,Calibrate scientific or technical equipment.,4.A.3.a.2.i,Adjust equipment to ensure adequate performance.,4.A.3.a.2,Handling and Moving Objects
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16981,Participate in the planning or development of mapping projects.,Core,67.0,8,4.A.2.b.2.o.19,Create maps.,4.A.2.b.2.o,Create visual designs or displays.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16981,Participate in the planning or development of mapping projects.,Core,67.0,8,4.A.2.b.2.s.6,Plan environmental research.,4.A.2.b.2.s,Develop research plans or methodologies.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16982,Maintain records of survey data.,Supplemental,62.0,14,4.A.3.b.6.h.18,Record research or operational data.,4.A.3.b.6.h,Maintain operational records.,4.A.3.b.6,Documenting/Recording Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16992,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions.",Supplemental,61.0,15,4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,4.A.2.a.1.g,"Evaluate the characteristics, usefulness, or performance of products or technologies.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16992,"Evaluate remote sensing project requirements to determine the types of equipment or computer software necessary to meet project requirements, such as specific image types or output resolutions.",Supplemental,61.0,15,4.A.2.b.1.h.11,"Determine types of equipment, tools, or materials needed for jobs.",4.A.2.b.1.h,Determine resource needs of projects or operations.,4.A.2.b.1,Making Decisions and Solving Problems
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16985,"Collect verification data on the ground, using equipment such as global positioning receivers, digital cameras, or notebook computers.",Supplemental,60.0,16,4.A.3.a.2.al.3,Collect geographical or geological field data.,4.A.3.a.2.al,Collect environmental or biological samples.,4.A.3.a.2,Handling and Moving Objects
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16984,Develop specialized computer software routines to customize and integrate image analysis.,Supplemental,53.0,18,4.A.2.b.2.b.6,Develop software or applications for scientific or technical use.,4.A.2.b.2.b,Design computer or information systems or applications.,4.A.2.b.2,Thinking Creatively
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16983,Document methods used and write technical reports containing information collected.,Supplemental,53.0,17,4.A.3.b.6.c.4,Prepare scientific or technical reports or presentations.,4.A.3.b.6.c,Present research or technical information.,4.A.3.b.6,Documenting/Recording Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,16987,"Prepare documentation or presentations, including charts, photos, or graphs.",Core,52.0,9,4.A.3.b.6.c.4,Prepare scientific or technical reports or presentations.,4.A.3.b.6.c,Present research or technical information.,4.A.3.b.6,Documenting/Recording Information
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,19804,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.,New,,19,4.A.4.a.2.h.9,Communicate project information to others.,4.A.4.a.2.h,Communicate with others about specifications or project details.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,19804,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.,New,,19,4.A.4.b.1.c.3,Collaborate with outside groups to develop programs or projects.,4.A.4.b.1.c,"Coordinate activities with clients, agencies, or organizations.",4.A.4.b.1,Coordinating the Work and Activities of Others
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,19805,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.,New,,20,4.A.3.a.2.al.5,Collect environmental data or samples.,4.A.3.a.2.al,Collect environmental or biological samples.,4.A.3.a.2,Handling and Moving Objects
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,1001467,Operate remote sensing equipment on drones to collect data in areas that are difficult to access or require high-resolution imagery.,New,,21,,,,,,
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,4,0,19806,"Provide remote sensing data for use in addressing environmental issues, such as surface water modeling or dust cloud detection.",New,,22,4.A.4.a.2.a.3,Communicate results of environmental research.,4.A.4.a.2.a,Communicate environmental or sustainability information.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5689,"Compile, administer, and grade examinations or assign this work to others.",Core,90.0,2,4.A.2.a.1.c.2,Administer tests to assess educational needs or progress.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5689,"Compile, administer, and grade examinations or assign this work to others.",Core,90.0,2,4.A.2.a.1.c.3,Prepare tests.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5689,"Compile, administer, and grade examinations or assign this work to others.",Core,90.0,2,4.A.2.a.1.c.4,Evaluate student work.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5688,"Prepare course materials, such as syllabi, homework assignments, and handouts.",Core,90.0,1,4.A.3.b.6.l.9,Develop instructional materials.,4.A.3.b.6.l,Prepare informational or instructional materials.,4.A.3.b.6,Documenting/Recording Information
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5687,"Prepare and deliver lectures to undergraduate or graduate students on topics such as programming, data structures, and software design.",Core,87.0,3,4.A.4.b.3.b.12,Teach physical science or mathematics courses at the college level.,4.A.4.b.3.b,Teach academic or vocational subjects.,4.A.4.b.3,Training and Teaching Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5685,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",Core,85.0,4,4.A.2.a.1.c.4,Evaluate student work.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5704,Direct research of other teachers or of graduate students working for advanced academic degrees.,Supplemental,81.0,17,4.A.4.b.4.a.6,Direct activities of subordinates.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5686,"Maintain student attendance records, grades, and other required records.",Core,80.0,5,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5701,"Supervise undergraduate or graduate teaching, internship, and research work.",Supplemental,80.0,18,4.A.4.b.4.a.18,Supervise student research or internship work.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5690,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,79.0,6,4.A.2.b.3.a.18,Attend training sessions or professional meetings to develop or maintain professional knowledge.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5690,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",Core,79.0,6,4.A.2.b.3.a.3,Stay informed about current developments in field of specialization.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5692,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,79.0,7,4.A.2.a.1.b.5,Evaluate effectiveness of educational programs.,4.A.2.a.1.b,"Evaluate programs, practices, or processes.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5692,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",Core,79.0,7,4.A.2.b.2.l.3,Develop instructional objectives.,4.A.2.b.2.l,"Develop educational programs, plans, or procedures.",4.A.2.b.2,Thinking Creatively
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5703,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,78.0,19,4.A.2.b.3.a.10,Research topics in area of expertise.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5703,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",Supplemental,78.0,19,4.A.3.b.6.p.1,"Write articles, books or other original materials in area of expertise.",4.A.3.b.6.p,Write material for artistic or commercial purposes.,4.A.3.b.6,Documenting/Recording Information
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5694,Maintain regularly scheduled office hours to advise and assist students.,Core,77.0,8,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5696,Advise students on academic and vocational curricula and on career issues.,Core,76.0,9,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5693,Supervise students' laboratory work.,Supplemental,76.0,20,4.A.4.b.4.a.17,Supervise laboratory work.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5691,"Initiate, facilitate, and moderate classroom discussions.",Core,74.0,10,4.A.4.b.3.b.5,Guide class discussions.,4.A.4.b.3.b,Teach academic or vocational subjects.,4.A.4.b.3,Training and Teaching Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,21109,Develop and maintain Web sites for online courses.,Core,73.0,11,4.A.2.b.2.b.8,Design websites or web applications.,4.A.2.b.2.b,Design computer or information systems or applications.,4.A.2.b.2,Thinking Creatively
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,21109,Develop and maintain Web sites for online courses.,Core,73.0,11,4.A.3.b.5.c.6,Maintain computer equipment or software.,4.A.3.b.5.c,"Maintain electronic, computer, or other technical equipment.",4.A.3.b.5,Repairing and Maintaining Electronic Equipment
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5697,"Participate in student recruitment, registration, and placement activities.",Core,71.0,12,4.A.4.a.6.c.6,Promote educational institutions or programs.,4.A.4.a.6.c,"Promote products, services, or programs.",4.A.4.a.6,Selling or Influencing Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5697,"Participate in student recruitment, registration, and placement activities.",Core,71.0,12,4.A.4.c.1.a.5,Perform student enrollment or registration activities.,4.A.4.c.1.a,Perform administrative or clerical activities.,4.A.4.c.1,Performing Administrative Activities
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5702,"Perform administrative duties, such as serving as department head.",Supplemental,69.0,22,4.A.4.b.4.j.33,Direct department activities.,4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5708,Write grant proposals to procure external research funding.,Supplemental,69.0,21,4.A.3.b.6.g.2,Write grant proposals.,4.A.3.b.6.g,Prepare proposals or grant applications.,4.A.3.b.6,Documenting/Recording Information
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5698,Collaborate with colleagues to address teaching and research issues.,Core,67.0,13,4.A.2.b.3.a.10,Research topics in area of expertise.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5695,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,65.0,14,4.A.2.b.1.j.10,Select educational materials or equipment.,4.A.2.b.1.j,Select materials or equipment for operations or projects.,4.A.2.b.1,Making Decisions and Solving Problems
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5695,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",Core,65.0,14,4.A.4.c.3.e.2,Order instructional or library materials or equipment.,4.A.4.c.3.e,Purchase goods or services.,4.A.4.c.3,Monitoring and Controlling Resources
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,20059,Maintain computer equipment used in instruction.,Supplemental,62.0,23,4.A.3.b.5.c.6,Maintain computer equipment or software.,4.A.3.b.5.c,"Maintain electronic, computer, or other technical equipment.",4.A.3.b.5,Repairing and Maintaining Electronic Equipment
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5699,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",Core,60.0,15,4.A.4.b.4.b.1,Serve on institutional or departmental committees.,4.A.4.b.4.b,Serve on organizational committees.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5707,Compile bibliographies of specialized materials for outside reading assignments.,Supplemental,55.0,24,4.A.2.a.2.c.4,Compile specialized bibliographies or lists of materials.,4.A.2.a.2.c,"Compile records, documentation, or other data.",4.A.2.a.2,Processing Information
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5706,Participate in campus and community events.,Core,53.0,16,4.A.2.b.6.a.4,Plan community programs or activities for the general public.,4.A.2.b.6.a,Plan events or programs.,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work"
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5705,Provide professional consulting services to government or industry.,Supplemental,50.0,25,4.A.4.b.6.g.5,"Advise educators on curricula, instructional methods, or policies.",4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1021.00,"Computer Science Teachers, Postsecondary",Postsecondary Teaching,5,1,5700,Act as advisers to student organizations.,Supplemental,48.0,26,4.A.4.b.6.g.2,Advise students on academic or career matters.,4.A.4.b.6.g,Advise others on educational or vocational matters.,4.A.4.b.6,Providing Consultation and Advice to Others
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5710,"Compile, administer, and grade examinations, or assign this work to others.",Core,89.0,1,4.A.2.a.1.c.2,Administer tests to assess educational needs or progress.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
25-1022.00,"Mathematical Science Teachers, Postsecondary",Postsecondary Teaching,5,0,5710,"Compile, administer, and grade examinations, or assign this work to others.",Core,89.0,1,4.A.2.a.1.c.3,Prepare tests.,4.A.2.a.1.c,"Assess student capabilities, needs, or performance.",4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
