onet_soc_code,occupation_title,task_id,task,task_category,importance,n_subtasks_scored,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,dominant_verdict
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22274,Plan and direct activities of workers who operate equipment to collect data.,Supplemental,74.0,1,12.0,45.0,25.0,80.0,60.0,75.0,55.0,human_anchored
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22275,Set up or direct set-up of instruments used to collect geological data.,Supplemental,71.0,2,15.0,36.5,66.0,40.0,47.5,55.0,52.5,resistant
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22276,Record readings in order to compile data used in prospecting for oil or gas.,Supplemental,70.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22277,"Create photographic recordings of information, using equipment.",Supplemental,66.0,1,35.0,25.0,85.0,15.0,40.0,60.0,55.0,resistant
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22278,"Measure geological characteristics used in prospecting for oil or gas, using measuring instruments.",Supplemental,64.0,1,35.0,60.0,20.0,10.0,80.0,45.0,60.0,augmentable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22279,Participate in the evaluation of possible mining locations.,Supplemental,58.0,1,35.0,60.0,20.0,10.0,80.0,45.0,60.0,augmentable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22280,Assess the environmental impacts of development projects on subsurface materials.,Supplemental,55.0,1,30.0,80.0,30.0,20.0,70.0,55.0,50.0,augmentable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22281,"Evaluate and interpret core samples and cuttings, and other geological data used in prospecting for oil or gas.",Supplemental,55.0,1,30.0,40.0,75.0,5.0,55.0,40.0,45.0,resistant
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22282,"Supervise well exploration, drilling activities, or well completions.",Supplemental,47.0,1,8.0,30.0,75.0,65.0,70.0,88.0,88.0,human_anchored
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22283,"Inspect engines for wear or defective parts, using equipment or measuring devices.",Supplemental,39.0,1,35.0,30.0,75.0,10.0,40.0,45.0,50.0,resistant
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22285,Collaborate with hydrogeologists to evaluate groundwater or well circulation.,Supplemental,35.0,1,8.0,55.0,30.0,80.0,60.0,45.0,35.0,resistant
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22286,"Apply new technologies, such as improved seismic imaging techniques, to locate untapped oil or natural gas deposits.",New,,1,35.0,60.0,20.0,10.0,80.0,45.0,60.0,augmentable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22287,"Collect data on underground areas, such as reservoirs, that could be used in carbon sequestration operations.",New,,1,25.0,12.0,93.0,10.0,35.0,45.0,45.0,resistant
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22288,Collect geological data from potential geothermal energy plant sites.,New,,1,33.0,20.0,85.0,10.0,40.0,40.0,35.0,augmentable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22289,"Compile data used to address environmental issues, such as the suitability of potential landfill sites.",New,,1,80.0,70.0,25.0,5.0,25.0,25.0,30.0,largely_automatable
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22290,Conduct geophysical surveys of potential sites for wind farms or solar installations to determine their suitability.,New,,1,38.0,20.0,86.0,20.0,48.0,82.0,65.0,human_anchored
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",22291,Evaluate and interpret seismic data with the aid of computers.,New,,1,40.0,75.0,10.0,10.0,65.0,45.0,50.0,augmentable
19-4044.00,Hydrologic Technicians,22292,"Analyze ecological data about the impact of pollution, erosion, floods, and other environmental problems on bodies of water.",,,1,45.0,80.0,10.0,15.0,60.0,55.0,55.0,augmentable
19-4044.00,Hydrologic Technicians,22293,"Answer technical questions from hydrologists, policymakers, or other customers developing water conservation plans.",,,1,20.0,80.0,25.0,55.0,70.0,60.0,50.0,augmentable
19-4044.00,Hydrologic Technicians,22294,"Apply research findings to minimize the environmental impacts of pollution, waterborne diseases, erosion, or sedimentation.",,,1,22.0,80.0,25.0,40.0,78.0,65.0,60.0,augmentable
19-4044.00,Hydrologic Technicians,22295,Assist in designing programs to ensure the proper sealing of abandoned wells.,,,1,8.0,10.0,95.0,50.0,30.0,30.0,45.0,human_anchored
19-4044.00,Hydrologic Technicians,22296,"Collect water and soil samples to test for physical, chemical, or biological properties, such as pH, oxygen level, temperature, and pollution.",,,1,25.0,12.0,93.0,10.0,35.0,45.0,45.0,resistant
19-4044.00,Hydrologic Technicians,22297,Develop computer models for hydrologic predictions.,,,1,40.0,85.0,8.0,12.0,72.0,50.0,55.0,augmentable
19-4044.00,Hydrologic Technicians,22298,"Estimate the costs and benefits of municipal projects, such as hydroelectric power plants, irrigation systems, and wastewater treatment facilities.",,,1,45.0,86.0,5.0,28.0,68.0,55.0,55.0,augmentable
19-4044.00,Hydrologic Technicians,22299,"Investigate complaints or conflicts related to the alteration of public waters by gathering information, recommending alternatives, or preparing legal documents.",,,2,50.0,75.0,25.0,30.0,47.5,42.5,40.0,largely_automatable
19-4044.00,Hydrologic Technicians,22300,"Investigate the properties, origins, or activities of glaciers, ice, snow, or permafrost.",,,1,28.0,70.0,50.0,12.0,65.0,40.0,45.0,augmentable
19-4044.00,Hydrologic Technicians,22301,"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public.",,,2,58.5,89.0,16.0,36.5,38.5,30.0,32.5,largely_automatable
19-4044.00,Hydrologic Technicians,22302,"Measure the properties of bodies of water, such as water levels, volume, and flow.",,,1,88.0,8.0,58.0,3.0,10.0,22.0,30.0,largely_automatable
19-4044.00,Hydrologic Technicians,22303,Perform quality control checks on data to be used by hydrologists.,,,1,55.0,80.0,5.0,10.0,50.0,35.0,40.0,augmentable
19-4044.00,Hydrologic Technicians,22304,"Prepare, install, maintain, or repair equipment used for hydrologic study, such as water level recorders, stream flow gauges, and water analyzers.",,,2,24.0,10.0,96.0,7.5,27.5,40.0,47.5,resistant
19-4044.00,Hydrologic Technicians,22305,Provide real time data to emergency management and weather service personnel during flood events.,,,1,15.0,60.0,45.0,60.0,72.0,88.0,92.0,resistant
19-4044.00,Hydrologic Technicians,22306,"Write groundwater contamination reports on known, suspected, or potential hazardous waste sites.",,,1,35.0,85.0,5.0,30.0,55.0,65.0,50.0,augmentable
19-4044.00,Hydrologic Technicians,22307,"Write materials for research publications, such as maps, tables, and reports, to disseminate findings.",,,2,52.5,85.0,5.0,20.0,42.5,42.5,35.0,largely_automatable
19-4051.00,Nuclear Technicians,22308,Follow nuclear equipment operational policies and procedures that ensure environmental safety.,Core,95.0,1,28.0,55.0,50.0,40.0,55.0,80.0,80.0,human_anchored
19-4051.00,Nuclear Technicians,22309,Conduct surveillance testing to determine safety of nuclear equipment.,Core,94.0,1,15.0,45.0,85.0,40.0,65.0,85.0,80.0,human_anchored
19-4051.00,Nuclear Technicians,22310,"Monitor nuclear reactor equipment performance to identify operational inefficiencies, hazards, or needs for maintenance or repair.",Core,93.0,1,38.0,65.0,42.0,35.0,55.0,62.0,60.0,augmentable
19-4051.00,Nuclear Technicians,22311,Test plant equipment to ensure it is operating properly.,Core,91.0,1,40.0,25.0,80.0,8.0,35.0,45.0,55.0,augmentable
19-4051.00,Nuclear Technicians,22312,Apply safety tags to equipment needing maintenance.,Core,91.0,1,12.0,24.0,90.0,15.0,33.0,38.0,48.0,resistant
19-4051.00,Nuclear Technicians,22313,Follow policies and procedures for radiation workers to ensure personnel safety.,Core,90.0,1,38.0,65.0,42.0,35.0,55.0,62.0,60.0,augmentable
19-4051.00,Nuclear Technicians,22314,"Modify, devise, or maintain nuclear equipment used in operations.",Core,85.0,1,15.0,40.0,85.0,18.0,38.0,55.0,52.0,resistant
19-4051.00,Nuclear Technicians,22315,"Monitor instruments, gauges, or recording devices under direction of nuclear experimenters.",Supplemental,90.0,1,38.0,65.0,42.0,35.0,55.0,62.0,60.0,augmentable
19-4051.00,Nuclear Technicians,22316,"Perform testing, maintenance, repair, or upgrading of accelerator systems.",Supplemental,83.0,1,35.0,30.0,75.0,10.0,40.0,45.0,50.0,resistant
19-4051.00,Nuclear Technicians,22318,Warn maintenance workers of radiation hazards and direct workers to vacate hazardous areas.,Supplemental,77.0,1,35.0,70.0,30.0,60.0,40.0,75.0,80.0,human_anchored
19-4051.00,Nuclear Technicians,22319,"Calculate equipment operating factors, such as radiation times, dosages, temperatures, gamma intensities, or pressures, using standard formulas and conversion tables.",Supplemental,75.0,1,68.0,18.0,78.0,5.0,25.0,62.0,75.0,augmentable
19-4051.00,Nuclear Technicians,22320,"Measure the intensity and identify the types of radiation in work areas, equipment, or materials, using radiation detectors or other instruments.",Supplemental,75.0,1,68.0,18.0,78.0,5.0,25.0,62.0,75.0,augmentable
19-4051.00,Nuclear Technicians,22321,"Communicate with accelerator maintenance personnel to ensure readiness of support systems, such as vacuum, water cooling, or radio frequency power sources.",Supplemental,73.0,1,30.0,50.0,20.0,80.0,35.0,35.0,35.0,resistant
19-4051.00,Nuclear Technicians,22323,"Identify and implement appropriate decontamination procedures, based on equipment and the size, nature, and type of contamination.",Supplemental,69.0,1,32.0,82.0,8.0,35.0,68.0,40.0,35.0,augmentable
19-4051.00,Nuclear Technicians,22324,"Decontaminate objects by cleaning them using soap or solvents or by abrading using brushes, buffing machines, or sandblasting machines.",Supplemental,68.0,1,45.0,5.0,95.0,3.0,15.0,10.0,15.0,resistant
19-4051.00,Nuclear Technicians,22326,"Collect air, water, gas or solid samples for testing to determine radioactivity levels or to ensure appropriate radioactive containment.",Supplemental,63.0,1,25.0,12.0,93.0,10.0,35.0,45.0,45.0,resistant
19-4051.00,Nuclear Technicians,22327,"Determine or recommend radioactive decontamination procedures, according to the size and nature of equipment and the degree of contamination.",New,,1,15.0,60.0,45.0,60.0,72.0,88.0,92.0,resistant
19-4051.00,Nuclear Technicians,22328,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,New,,1,15.0,25.0,92.0,12.0,35.0,35.0,40.0,resistant
19-4051.02,Nuclear Monitoring Technicians,7597,Calculate safe radiation exposure times for personnel using plant contamination readings and prescribed safe levels of radiation.,Core,89.0,1,68.0,18.0,78.0,5.0,25.0,62.0,75.0,augmentable
19-4051.02,Nuclear Monitoring Technicians,7598,Provide initial response to abnormal events or to alarms from radiation monitoring equipment.,Core,88.0,2,42.5,40.0,55.0,45.0,55.0,72.5,82.5,largely_automatable
19-4051.02,Nuclear Monitoring Technicians,7599,Monitor personnel to determine the amounts and intensities of radiation exposure.,Core,89.0,1,68.0,18.0,78.0,5.0,25.0,62.0,75.0,augmentable
19-4051.02,Nuclear Monitoring Technicians,7600,Inform supervisors when individual exposures or area radiation levels approach maximum permissible limits.,Core,88.0,1,35.0,70.0,30.0,60.0,40.0,75.0,80.0,human_anchored
19-4051.02,Nuclear Monitoring Technicians,7601,Instruct personnel in radiation safety procedures and demonstrate use of protective clothing and equipment.,Core,86.0,1,25.0,68.0,55.0,58.0,48.0,52.0,52.0,resistant
19-4051.02,Nuclear Monitoring Technicians,7602,"Determine intensities and types of radiation in work areas, equipment, or materials, using radiation detectors or other instruments.",Core,87.0,1,68.0,18.0,78.0,5.0,25.0,62.0,75.0,augmentable
19-4051.02,Nuclear Monitoring Technicians,7603,"Collect samples of air, water, gases, or solids to determine radioactivity levels of contamination.",Core,85.0,1,25.0,12.0,93.0,10.0,35.0,45.0,45.0,resistant
19-4051.02,Nuclear Monitoring Technicians,7604,Set up equipment that automatically detects area radiation deviations and test detection equipment to ensure its accuracy.,Core,77.0,1,15.0,25.0,92.0,12.0,35.0,35.0,40.0,resistant
19-4051.02,Nuclear Monitoring Technicians,7605,"Determine or recommend radioactive decontamination procedures, according to the size and nature of equipment and the degree of contamination.",Core,77.0,1,15.0,60.0,45.0,60.0,72.0,88.0,92.0,resistant
19-4051.02,Nuclear Monitoring Technicians,7606,"Decontaminate objects by cleaning with soap or solvents or by abrading with wire brushes, buffing wheels, or sandblasting machines.",Core,71.0,1,45.0,5.0,95.0,3.0,15.0,10.0,15.0,resistant
19-4051.02,Nuclear Monitoring Technicians,7608,"Calibrate and maintain chemical instrumentation sensing elements and sampling system equipment, using calibration instruments and hand tools.",Supplemental,76.0,2,25.0,37.5,82.5,13.0,36.5,57.5,56.0,augmentable
19-4051.02,Nuclear Monitoring Technicians,7610,Enter data into computers to record characteristics of nuclear events or to locate coordinates of particles.,Supplemental,78.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4051.02,Nuclear Monitoring Technicians,7612,"Prepare reports describing contamination tests, material or equipment decontaminated, or methods used in decontamination processes.",Core,75.0,1,68.0,88.0,5.0,10.0,30.0,32.0,30.0,largely_automatable
19-4051.02,Nuclear Monitoring Technicians,20539,Brief workers on radiation levels in work areas.,Core,91.0,1,35.0,70.0,30.0,60.0,40.0,75.0,80.0,human_anchored
19-4051.02,Nuclear Monitoring Technicians,20540,"Analyze samples, such as air or water samples, for contaminants or other elements.",Core,83.0,1,45.0,80.0,10.0,15.0,60.0,55.0,55.0,augmentable
19-4051.02,Nuclear Monitoring Technicians,20541,"Place radioactive waste, such as sweepings or broken sample bottles, into containers for shipping or disposal.",Core,73.0,2,25.0,11.5,95.0,10.0,25.0,47.5,50.0,human_anchored
19-4061.00,Social Science Research Assistants,12952,"Prepare, manipulate, and manage extensive databases.",Core,73.0,1,35.0,85.0,8.0,25.0,45.0,35.0,45.0,augmentable
19-4061.00,Social Science Research Assistants,12953,"Provide assistance with the preparation of project-related reports, manuscripts, and presentations.",Core,81.0,1,40.0,90.0,4.0,20.0,50.0,60.0,45.0,augmentable
19-4061.00,Social Science Research Assistants,12954,Obtain informed consent of research subjects or their guardians.,Supplemental,86.0,1,45.0,60.0,40.0,65.0,45.0,35.0,30.0,augmentable
19-4061.00,Social Science Research Assistants,12955,"Perform descriptive and multivariate statistical analyses of data, using computer software.",Core,78.0,1,35.0,80.0,20.0,40.0,75.0,35.0,40.0,augmentable
19-4061.00,Social Science Research Assistants,12956,"Verify the accuracy and validity of data entered in databases, correcting any errors.",Core,76.0,2,70.0,77.5,9.0,6.5,25.0,30.0,35.0,largely_automatable
19-4061.00,Social Science Research Assistants,12957,"Prepare tables, graphs, fact sheets, and written reports summarizing research results.",Core,81.0,1,40.0,90.0,4.0,20.0,50.0,60.0,45.0,augmentable
19-4061.00,Social Science Research Assistants,12958,Edit and submit protocols and other required research documentation.,Supplemental,72.0,1,45.0,90.0,5.0,20.0,55.0,75.0,62.0,augmentable
19-4061.00,Social Science Research Assistants,12959,Develop and implement research quality control procedures.,Core,75.0,1,25.0,85.0,8.0,38.0,80.0,62.0,45.0,augmentable
19-4061.00,Social Science Research Assistants,12960,Conduct internet-based and library research.,Core,70.0,1,32.0,62.0,55.0,15.0,35.0,20.0,30.0,augmentable
19-4061.00,Social Science Research Assistants,12961,Present research findings to groups of people.,Core,62.0,1,40.0,90.0,4.0,20.0,50.0,60.0,45.0,augmentable
19-4061.00,Social Science Research Assistants,12962,Perform data entry and other clerical work as required for project completion.,Core,72.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4061.00,Social Science Research Assistants,12963,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.,Core,87.0,1,30.0,85.0,10.0,25.0,60.0,50.0,60.0,augmentable
19-4061.00,Social Science Research Assistants,12964,Code data in preparation for computer entry.,Supplemental,72.0,2,59.0,91.0,3.0,9.0,40.0,32.5,40.0,augmentable
19-4061.00,Social Science Research Assistants,12965,Provide assistance in the design of survey instruments such as questionnaires.,Supplemental,63.0,1,32.0,82.0,5.0,25.0,72.0,45.0,40.0,augmentable
19-4061.00,Social Science Research Assistants,12966,Screen potential subjects to determine their suitability as study participants.,Supplemental,79.0,1,25.0,62.0,15.0,85.0,60.0,62.0,45.0,resistant
19-4061.00,Social Science Research Assistants,12967,"Administer standardized tests to research subjects, or interview them to collect research data.",Supplemental,86.0,2,41.5,51.0,47.5,56.5,38.5,50.0,37.5,augmentable
19-4061.00,Social Science Research Assistants,12968,Recruit and schedule research participants.,Supplemental,80.0,2,66.5,75.5,6.5,44.0,30.0,27.5,25.0,largely_automatable
19-4061.00,Social Science Research Assistants,12969,"Track research participants, and perform any necessary follow-up tasks.",Supplemental,77.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4061.00,Social Science Research Assistants,12970,Allocate and manage laboratory space and resources.,Supplemental,51.0,1,18.0,65.0,15.0,55.0,55.0,65.0,50.0,augmentable
19-4061.00,Social Science Research Assistants,12971,Supervise the work of survey interviewers.,Supplemental,60.0,1,12.0,45.0,25.0,80.0,60.0,75.0,55.0,human_anchored
19-4061.00,Social Science Research Assistants,12972,Track laboratory supplies and expenses such as participant reimbursement.,Supplemental,71.0,1,18.0,65.0,15.0,55.0,55.0,65.0,50.0,augmentable
19-4061.00,Social Science Research Assistants,12973,Perform needs assessments or consult with clients to determine the types of research and information required.,Supplemental,60.0,1,35.0,78.0,10.0,80.0,40.0,40.0,35.0,augmentable
19-4071.00,Forest and Conservation Technicians,5563,"Train and lead forest and conservation workers in seasonal activities, such as planting tree seedlings, putting out forest fires, and maintaining recreational facilities.",Core,67.0,2,18.5,56.5,40.0,69.0,54.0,63.5,53.5,resistant
19-4071.00,Forest and Conservation Technicians,5564,Monitor activities of logging companies and contractors.,Supplemental,71.0,1,12.0,45.0,55.0,62.0,68.0,65.0,58.0,resistant
19-4071.00,Forest and Conservation Technicians,5565,"Select and mark trees for thinning or logging, drawing detailed plans that include access roads.",Supplemental,67.0,2,46.0,53.0,38.0,9.0,34.0,33.5,36.5,augmentable
19-4071.00,Forest and Conservation Technicians,5566,"Thin and space trees and control weeds and undergrowth, using manual tools and chemicals, or supervise workers performing these tasks.",Core,72.0,1,45.0,10.0,95.0,5.0,25.0,20.0,30.0,augmentable
19-4071.00,Forest and Conservation Technicians,5567,"Manage forest protection activities, including fire control, fire crew training, and coordination of fire detection and public education programs.",Supplemental,71.0,1,12.0,45.0,55.0,62.0,68.0,65.0,58.0,resistant
19-4071.00,Forest and Conservation Technicians,5568,"Survey, measure, and map access roads and forest areas such as burns, cut-over areas, experimental plots, and timber sales sections.",Supplemental,52.0,2,46.5,40.0,49.0,15.0,41.5,56.0,50.0,human_anchored
19-4071.00,Forest and Conservation Technicians,5569,Patrol park or forest areas to protect resources and prevent damage.,Core,62.0,2,17.5,12.5,90.0,45.0,42.5,67.5,65.0,human_anchored
19-4071.00,Forest and Conservation Technicians,5570,"Provide information about, and enforce, regulations, such as those concerning environmental protection, resource utilization, fire safety, and accident prevention.",Core,62.0,1,15.0,60.0,45.0,60.0,72.0,88.0,92.0,resistant
19-4071.00,Forest and Conservation Technicians,5571,Keep records of the amount and condition of logs taken to mills.,Supplemental,72.0,1,70.0,55.0,25.0,5.0,20.0,45.0,40.0,largely_automatable
19-4071.00,Forest and Conservation Technicians,5572,"Supervise forest nursery operations, timber harvesting, land use activities such as livestock grazing, and disease or insect control programs.",Supplemental,66.0,1,12.0,45.0,55.0,62.0,68.0,65.0,58.0,resistant
19-4071.00,Forest and Conservation Technicians,5573,"Issue fire permits, timber permits, and other forest use licenses.",Supplemental,57.0,1,55.0,82.0,10.0,18.0,35.0,58.0,45.0,augmentable
19-4071.00,Forest and Conservation Technicians,5574,Develop and maintain computer databases.,Supplemental,61.0,1,35.0,85.0,8.0,25.0,45.0,35.0,45.0,augmentable
19-4071.00,Forest and Conservation Technicians,5575,"Measure distances, clean sightlines, and record data to help survey crews.",Supplemental,58.0,2,54.0,37.5,55.5,12.5,34.0,63.5,52.5,human_anchored
19-4071.00,Forest and Conservation Technicians,5576,Plan and supervise construction of access routes and forest roads.,Supplemental,67.0,1,12.0,45.0,55.0,62.0,68.0,65.0,58.0,resistant
19-4071.00,Forest and Conservation Technicians,5577,"Provide forestry education and general information, advice, and recommendations to woodlot owners, community organizations, and the general public.",Supplemental,52.0,1,20.0,80.0,25.0,55.0,70.0,60.0,50.0,augmentable
19-4071.00,Forest and Conservation Technicians,5578,"Perform reforestation or forest renewal, including nursery and silviculture operations, site preparation, seeding and tree planting programs, cone collection, and tree improvement.",Supplemental,68.0,1,45.0,10.0,95.0,5.0,25.0,20.0,30.0,augmentable
19-4071.00,Forest and Conservation Technicians,5579,"Conduct laboratory or field experiments with plants, animals, insects, diseases, and soils.",Supplemental,47.0,3,26.0,30.7,82.7,13.3,48.3,41.7,40.0,augmentable
19-4071.00,Forest and Conservation Technicians,5580,"Provide technical support to forestry research programs in areas such as tree improvement, seed orchard operations, insect and disease surveys, or experimental forestry and forest engineering research.",Supplemental,47.0,1,20.0,80.0,25.0,55.0,70.0,60.0,50.0,augmentable
19-4071.00,Forest and Conservation Technicians,5581,"Inspect trees and collect samples of plants, seeds, foliage, bark, and roots to locate insect and disease damage.",Supplemental,58.0,2,26.0,25.0,86.5,15.0,47.5,50.0,47.5,resistant
19-4071.00,Forest and Conservation Technicians,21061,Map forest tract data using digital mapping systems.,Core,57.0,3,54.3,45.0,41.0,11.7,34.3,52.3,46.7,human_anchored
19-4092.00,Forensic Science Technicians,1571,Testify in court about investigative or analytical methods or findings.,Core,88.0,1,2.0,40.0,70.0,70.0,65.0,98.0,88.0,human_anchored
19-4092.00,Forensic Science Technicians,1573,"Interpret laboratory findings or test results to identify and classify substances, materials, or other evidence collected at crime scenes.",Supplemental,75.0,1,50.0,85.0,5.0,15.0,55.0,40.0,45.0,augmentable
19-4092.00,Forensic Science Technicians,1574,Operate and maintain laboratory equipment and apparatus.,Core,78.0,2,26.5,34.0,86.5,14.0,38.0,45.0,46.0,resistant
19-4092.00,Forensic Science Technicians,1575,"Prepare solutions, reagents, or sample formulations needed for laboratory work.",Core,61.0,1,48.0,30.0,85.0,5.0,30.0,45.0,55.0,augmentable
19-4092.00,Forensic Science Technicians,1577,"Collect evidence from crime scenes, storing it in conditions that preserve its integrity.",Core,98.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,1578,"Identify and quantify drugs or poisons found in biological fluids or tissues, in foods, or at crime scenes.",Supplemental,67.0,2,60.0,32.5,79.0,6.5,35.0,50.0,57.5,augmentable
19-4092.00,Forensic Science Technicians,1580,Reconstruct crime scenes to determine relationships among pieces of evidence.,Supplemental,77.0,2,36.5,58.5,49.0,22.5,61.5,60.0,63.5,human_anchored
19-4092.00,Forensic Science Technicians,1582,Collect impressions of dust from surfaces to obtain and identify fingerprints.,Core,77.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,1583,Analyze gunshot residue and bullet paths to determine how shootings occurred.,Core,71.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,1584,"Visit morgues, examine scenes of crimes, or contact other sources to obtain evidence or information to be used in investigations.",Core,83.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,1587,"Examine firearms to determine mechanical condition and legal status, performing restoration work on damaged firearms to obtain information, such as serial numbers.",Supplemental,65.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,1589,"Confer with ballistics, fingerprinting, handwriting, documents, electronics, medical, chemical, or metallurgical experts concerning evidence and its interpretation.",Core,71.0,2,14.0,50.0,45.0,52.5,65.0,66.5,62.5,human_anchored
19-4092.00,Forensic Science Technicians,1590,"Compare objects, such as tools, with impression marks to determine whether a specific object is responsible for a specific mark.",Supplemental,69.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,18478,"Keep records and prepare reports detailing findings, investigative methods, and laboratory techniques.",Core,94.0,2,55.0,72.5,14.5,12.5,35.0,52.5,42.5,augmentable
19-4092.00,Forensic Science Technicians,18479,Use chemicals or other substances to examine latent fingerprint evidence and compare developed prints to those of known persons in databases.,Core,87.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,18481,Train new technicians or other personnel on forensic science techniques.,Core,82.0,1,25.0,68.0,55.0,58.0,48.0,52.0,52.0,resistant
19-4092.00,Forensic Science Technicians,18482,Examine and analyze blood stain patterns at crime scenes.,Core,74.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,20399,Use photographic or video equipment to document evidence or crime scenes.,Core,92.0,1,35.0,25.0,85.0,15.0,40.0,60.0,55.0,resistant
19-4092.00,Forensic Science Technicians,20400,Review forensic analysts' reports for technical merit.,Supplemental,75.0,2,61.5,80.0,12.5,11.5,32.5,37.5,40.0,augmentable
19-4092.00,Forensic Science Technicians,20401,Determine types of bullets and specific weapons used in shootings.,Supplemental,76.0,1,20.0,45.0,60.0,25.0,70.0,88.0,90.0,human_anchored
19-4092.00,Forensic Science Technicians,23965,Measure and sketch crime scenes to document evidence.,Core,86.0,3,32.0,27.7,76.0,31.0,52.3,69.0,70.7,human_anchored
19-4092.00,Forensic Science Technicians,23966,"Examine footwear, tire tracks, or other types of impressions.",Core,57.0,1,8.0,25.0,95.0,35.0,75.0,90.0,92.0,human_anchored
19-4092.00,Forensic Science Technicians,23967,"Examine physical evidence, such as hair, biological fluids, fiber, wood, or soil residues to obtain information about its source and composition.",Supplemental,78.0,2,15.0,37.5,74.0,25.0,72.5,88.0,91.0,human_anchored
19-4092.00,Forensic Science Technicians,23969,Analyze data from computers or other digital media sources for evidence related to criminal activity.,Supplemental,62.0,1,12.0,40.0,65.0,55.0,70.0,92.0,88.0,human_anchored
19-4099.01,Quality Control Analysts,16955,Train other analysts to perform laboratory procedures and assays.,Core,70.0,1,25.0,68.0,55.0,58.0,48.0,52.0,52.0,resistant
19-4099.01,Quality Control Analysts,16956,Perform visual inspections of finished products.,Core,80.0,1,62.0,35.0,72.0,8.0,38.0,45.0,52.0,largely_automatable
19-4099.01,Quality Control Analysts,16957,"Serve as a technical liaison between quality control and other departments, vendors, or contractors.",Core,69.0,1,6.0,30.0,30.0,95.0,60.0,55.0,40.0,human_anchored
19-4099.01,Quality Control Analysts,16958,Participate in internal assessments and audits as required.,Core,66.0,1,25.0,78.0,10.0,45.0,65.0,95.0,80.0,human_anchored
19-4099.01,Quality Control Analysts,16959,Identify and troubleshoot equipment problems.,Core,79.0,1,15.0,40.0,85.0,18.0,38.0,55.0,52.0,resistant
19-4099.01,Quality Control Analysts,16960,Evaluate new technologies and methods to make recommendations regarding their use.,Supplemental,49.0,1,28.0,82.0,10.0,55.0,72.0,45.0,45.0,augmentable
19-4099.01,Quality Control Analysts,16961,Ensure that lab cleanliness and safety standards are maintained.,Core,80.0,1,12.0,30.0,88.0,35.0,50.0,78.0,70.0,human_anchored
19-4099.01,Quality Control Analysts,16962,Develop and qualify new testing methods.,Supplemental,63.0,1,38.0,80.0,22.0,20.0,48.0,55.0,58.0,augmentable
19-4099.01,Quality Control Analysts,16963,Coordinate testing with contract laboratories and vendors.,Supplemental,54.0,1,32.0,65.0,22.0,68.0,45.0,50.0,45.0,augmentable
19-4099.01,Quality Control Analysts,16964,"Write technical reports or documentation, such as deviation reports, testing protocols, and trend analyses.",Core,78.0,1,68.0,88.0,5.0,10.0,30.0,32.0,30.0,largely_automatable
19-4099.01,Quality Control Analysts,16965,Write or revise standard quality control operating procedures.,Core,66.0,1,15.0,72.0,12.0,55.0,70.0,75.0,68.0,human_anchored
19-4099.01,Quality Control Analysts,16966,Supply quality control data necessary for regulatory submissions.,Core,69.0,1,45.0,90.0,5.0,20.0,55.0,75.0,62.0,augmentable
