onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,depth_source,scarcity,isolation,octant,severity,severity_label,trap_score,erosion_risk,willingness_gap
29-2036.00,Medical Dosimetrists,Technologists and Technicians,Healthcare Practitioners and Technical,4,3410.0,3410.0,19,modest,31.8,65.1,67.0,67.3,51.5,education,82.5,84.2,Protect,2,High,13.9,5.8,23.2
11-9121.01,Clinical Research Coordinators,Managerial,Managerial,4,108690.0,36230.0,33,modest,60.0,48.1,44.8,47.3,39.9,education,41.1,75.2,Clear win,0,Low,13.7,19.5,31.9
29-1211.00,Anesthesiologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,38760.0,38760.0,20,modest,23.3,76.2,70.7,77.4,94.6,education,53.4,70.6,Protect,2,High,13.7,7.7,33.7
15-1241.01,Telecommunications Engineering Specialists,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,179740.0,89870.0,26,modest,57.9,46.9,46.5,50.2,50.0,job_zone,35.1,73.6,Guard the pipeline,2,High,13.6,15.2,31.3
15-1299.01,Web Administrators,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,35,modest,74.4,44.0,41.8,41.1,39.4,education,24.5,70.5,Clear win,0,Low,13.5,23.9,33.1
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,77960.0,77960.0,29,modest,54.9,45.4,42.2,54.3,71.8,education,45.1,24.4,Guard the pipeline,2,High,13.5,21.9,41.4
17-2199.06,Microsystems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,154070.0,19258.75,31,modest,41.7,56.9,53.3,57.0,60.8,education,36.9,77.7,Protect,2,High,13.5,13.1,33.3
29-1141.04,Clinical Nurse Specialists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,3379720.0,675944.0,30,modest,38.8,74.5,72.1,46.6,63.7,education,0.0,73.6,Hold the line,0,Low,13.5,25.7,50.6
29-9091.00,Athletic Trainers,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,30500.0,30500.0,23,modest,39.0,58.6,56.7,59.1,52.0,education,56.3,81.0,Protect,2,High,13.5,0.0,26.0
17-2081.00,Environmental Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,38340.0,38340.0,29,modest,45.1,51.9,47.9,57.1,50.2,education,53.6,79.5,Protect,2,High,13.4,13.1,36.3
29-1023.00,Orthodontists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,6210.0,6210.0,11,modest,22.7,71.7,73.2,82.1,87.9,education,75.3,77.6,Protect,2,High,13.4,5.8,31.4
17-2112.00,Industrial Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,20,modest,55.4,53.9,50.5,44.4,42.4,education,26.6,75.9,Reversible gamble,1,Moderate,13.3,19.7,36.2
17-2072.00,"Electronics Engineers, Except Computer","Research, Development, Design, and Practitioners",Architecture and Engineering,4,96900.0,48450.0,20,modest,52.0,50.4,48.4,50.7,44.5,education,42.5,78.6,Strategic trap,3,Critical,13.3,11.2,30.1
19-1029.02,Molecular and Cellular Biologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,55850.0,13962.5,22,modest,35.1,55.1,50.5,68.0,74.9,education,49.1,79.2,Protect,2,High,13.2,6.9,33.0
15-1211.00,Computer Systems Analysts,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,519530.0,259765.0,22,modest,77.2,42.6,39.9,39.7,37.3,education,22.4,71.7,Clear win,0,Low,13.1,23.7,37.4
15-1244.00,Network and Computer Systems Administrators,"Research, Development, Design, and Practitioners",Computer and Mathematical,3,314340.0,314340.0,20,modest,58.4,46.9,44.6,47.8,50.0,job_zone,28.4,71.4,Clear win,0,Low,13.1,15.5,24.1
17-2131.00,Materials Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,22770.0,22770.0,21,modest,41.0,54.1,50.9,58.9,50.5,education,59.8,78.5,Protect,2,High,13.1,9.9,31.3
29-1122.00,Occupational Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162450.0,81225.0,17,modest,33.9,69.0,69.4,55.6,59.4,education,36.3,75.2,Protect,2,High,13.0,14.2,38.3
17-2199.09,Nanosystems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,5,154070.0,19258.75,25,modest,38.7,51.6,44.8,64.8,75.5,education,36.9,79.7,Protect,2,High,12.9,3.6,32.2
19-2099.01,Remote Sensing Scientists and Technologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,22300.0,22300.0,24,modest,44.7,48.5,47.3,58.9,49.8,education,60.1,79.8,Quiet attrition,1,Moderate,12.8,8.7,31.1
17-2072.01,Radio Frequency Identification Device Specialists,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,96900.0,48450.0,21,modest,51.9,48.7,46.6,50.3,44.2,education,42.5,77.3,Guard the pipeline,2,High,12.7,4.6,28.9
29-1131.00,Veterinarians,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,83900.0,83900.0,21,modest,24.5,72.5,71.3,71.5,85.7,education,44.2,76.9,Protect,2,High,12.7,7.6,37.8
15-1241.00,Computer Network Architects,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,179740.0,89870.0,33,modest,56.7,49.5,48.0,44.7,39.2,education,35.1,72.6,Clear win,0,Low,12.5,19.1,36.0
15-1252.00,Software Developers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,1687890.0,1687890.0,17,modest,68.4,45.7,43.5,39.6,44.8,education,8.3,73.5,Clear win,0,Low,12.4,20.9,35.0
29-2051.00,Dietetic Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,31560.0,31560.0,13,modest,42.2,65.7,63.5,44.6,25.0,education,55.9,76.7,Hold the line,0,Low,12.4,19.8,41.3
25-1071.00,"Health Specialties Teachers, Postsecondary",Postsecondary Teaching,Postsecondary Teaching,5,221270.0,221270.0,22,modest,58.3,43.8,40.0,48.1,70.2,education,32.6,16.3,Clear win,0,Low,12.3,21.2,38.6
11-3021.00,Computer and Information Systems Managers,Managerial,Managerial,4,670570.0,670570.0,17,modest,58.3,53.2,50.4,39.6,41.5,education,19.3,65.5,Reversible gamble,1,Moderate,12.3,25.8,43.7
17-2011.00,Aerospace Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,67710.0,67710.0,14,modest,31.3,58.5,54.5,67.4,75.0,job_zone,46.8,79.4,Protect,2,High,12.3,12.6,31.7
19-1012.00,Food Scientists and Technologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,13060.0,13060.0,13,modest,41.4,51.9,49.1,57.1,44.1,education,66.4,75.9,Protect,2,High,12.3,2.7,33.0
17-2112.03,Manufacturing Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,24,modest,49.3,55.0,52.2,45.1,44.2,education,26.6,75.0,Hold the line,0,Low,12.2,16.1,38.1
41-9031.00,Sales Engineers,Sales,Sales,4,51790.0,51790.0,25,modest,68.8,36.8,36.0,47.2,47.1,education,50.0,43.1,Clear win,0,Low,12.0,13.8,29.1
17-1012.00,Landscape Architects,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,19600.0,19600.0,19,modest,42.8,48.2,44.4,58.2,47.7,education,61.6,79.4,Quiet attrition,1,Moderate,12.0,12.2,36.2
19-1031.00,Conservation Scientists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,30,modest,35.2,58.5,60.3,58.2,49.5,education,58.2,79.9,Protect,2,High,12.0,9.8,38.1
15-1255.01,Video Game Designers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,113330.0,56665.0,24,modest,74.2,36.7,34.8,43.7,33.5,education,40.6,73.8,Clear win,0,Low,11.9,18.9,36.9
15-1299.08,Computer Systems Engineers/Architects,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,3,435370.0,48374.444444444445,28,modest,67.2,46.6,45.9,38.0,32.3,education,24.5,72.7,Clear win,0,Low,11.9,21.8,36.9
19-4012.01,Precision Agriculture Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,22,modest,48.5,46.8,46.4,52.6,34.6,education,64.7,79.6,Quiet attrition,1,Moderate,11.9,8.5,25.8
17-2199.08,Robotics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,24,modest,42.9,54.5,48.8,50.9,48.6,education,36.9,77.7,Protect,2,High,11.9,8.8,30.7
29-1229.03,Urologists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,342720.0,57120.0,14,modest,21.2,81.3,77.0,69.1,94.4,education,27.4,68.4,Protect,2,High,11.9,15.0,40.2
15-1299.05,Information Security Engineers,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,4,435370.0,48374.444444444445,20,modest,52.0,54.3,51.5,41.5,36.0,education,24.5,81.0,Reversible gamble,1,Moderate,11.7,23.7,38.7
17-2051.01,Transportation Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,26,modest,42.4,58.8,54.9,46.9,46.2,education,26.5,79.2,Hold the line,0,Low,11.7,14.1,35.6
19-3091.00,Anthropologists and Archeologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",5,8990.0,8990.0,30,modest,33.6,49.6,50.3,70.0,64.4,education,70.9,82.5,Quiet attrition,1,Moderate,11.7,0.2,35.3
29-1291.00,Acupuncturists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,7830.0,7830.0,18,modest,22.7,74.4,75.5,68.4,62.6,education,72.6,76.8,Protect,2,High,11.6,0.7,32.9
17-2141.02,Automotive Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,25,modest,41.2,56.7,49.7,49.4,50.2,education,29.1,77.8,Hold the line,0,Low,11.5,15.0,38.3
19-4099.01,Quality Control Analysts,Technologists and Technicians,"Life, Physical, and Social Science",3,73910.0,36955.0,26,modest,50.5,52.3,51.8,43.3,26.4,education,45.7,82.0,Reversible gamble,1,Moderate,11.4,10.2,25.1
29-2011.01,Cytogenetic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,30,modest,27.7,67.1,73.1,61.3,75.0,job_zone,27.7,77.6,Protect,2,High,11.4,0.3,11.1
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,"Life, Physical, and Social Science",4,73910.0,36955.0,21,modest,51.3,44.2,42.1,49.9,40.3,education,45.7,80.1,Clear win,0,Low,11.3,4.4,22.3
17-3022.00,Civil Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,68520.0,68520.0,14,modest,49.6,50.3,45.1,44.1,29.8,education,46.6,76.2,Hold the line,0,Low,11.0,10.7,25.7
17-2112.02,Validation Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,365740.0,91435.0,21,modest,44.8,52.4,47.6,46.7,46.2,education,26.6,77.9,Hold the line,0,Low,11.0,9.2,28.4
19-1032.00,Foresters,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,10430.0,10430.0,25,modest,25.0,59.2,62.7,74.0,75.0,job_zone,69.1,79.1,Protect,2,High,11.0,1.7,35.2
29-1141.02,Advanced Practice Psychiatric Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,3379720.0,675944.0,24,modest,30.6,78.1,78.9,46.1,64.2,education,0.0,70.2,Hold the line,0,Low,11.0,21.9,44.4
11-9111.00,Medical and Health Services Managers,Managerial,Managerial,4,597080.0,597080.0,18,modest,47.1,51.5,48.5,43.8,47.4,education,20.7,69.4,Hold the line,0,Low,10.6,17.6,35.1
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,95130.0,95130.0,28,modest,40.3,49.6,46.7,53.2,50.0,job_zone,42.7,76.7,Quiet attrition,1,Moderate,10.6,2.2,25.6
17-3028.00,Calibration Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,16540.0,16540.0,14,modest,37.7,46.2,45.0,60.7,50.0,job_zone,63.6,83.0,Quiet attrition,1,Moderate,10.6,0.0,15.9
29-9099.01,Midwives,"Research, Development, Design, and Practitioners; Technologists and Technicians",Healthcare Practitioners and Technical,5,35010.0,35010.0,36,modest,26.8,75.2,73.7,52.6,42.9,education,54.7,73.6,Protect,2,High,10.6,7.6,33.8
17-2141.01,Fuel Cell Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,26,modest,38.6,53.8,48.8,50.8,52.7,education,29.1,78.7,Protect,2,High,10.5,9.6,34.5
19-1031.02,Range Managers,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,25950.0,8650.0,18,modest,32.5,57.0,55.6,56.7,46.5,education,58.2,79.8,Protect,2,High,10.5,4.3,39.2
17-2141.00,Mechanical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,28,modest,44.5,53.8,48.4,43.4,37.8,education,29.1,78.7,Hold the line,0,Low,10.4,10.3,35.9
29-1151.00,Nurse Anesthetists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,51840.0,51840.0,24,modest,20.3,76.6,64.3,66.7,74.9,education,50.0,71.4,Protect,2,High,10.4,0.0,25.9
17-3012.00,Electrical and Electronics Drafters,Technologists and Technicians,Architecture and Engineering,3,17920.0,17920.0,30,modest,39.9,49.7,45.6,51.9,34.9,education,62.7,78.0,Quiet attrition,1,Moderate,10.3,8.3,26.8
17-2199.10,Wind Energy Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,16,modest,33.5,60.0,54.1,51.2,49.4,education,36.9,77.2,Protect,2,High,10.3,11.8,32.8
17-1022.01,Geodetic Surveyors,Technologists and Technicians,Architecture and Engineering,4,50830.0,25415.0,16,modest,40.9,46.8,40.4,52.7,44.6,education,50.2,76.7,Quiet attrition,1,Moderate,10.1,3.7,7.8
17-2171.00,Petroleum Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,18060.0,18060.0,23,modest,30.8,55.7,47.7,58.7,48.2,education,62.6,79.0,Protect,2,High,10.1,6.6,27.8
17-3025.00,Environmental Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,4,12190.0,12190.0,23,modest,33.5,52.0,48.3,56.4,39.9,education,67.3,81.2,Protect,2,High,9.8,0.0,16.4
15-1231.00,Computer Network Support Specialists,Technologists and Technicians,Computer and Mathematical,4,146190.0,146190.0,26,modest,51.8,42.3,42.0,43.9,37.0,education,37.6,70.6,Clear win,0,Low,9.6,7.6,15.4
29-1141.01,Acute Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,27,modest,32.5,77.7,72.3,38.1,47.6,education,0.0,71.5,Hold the line,0,Low,9.6,16.3,39.7
29-1021.00,"Dentists, General","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,124390.0,124390.0,20,modest,16.6,79.4,73.0,72.9,90.5,education,39.5,79.0,Protect,2,High,9.6,0.0,28.5
17-3026.01,Nanotechnology Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,4,75570.0,37785.0,25,modest,32.6,46.0,47.8,62.6,66.5,education,45.5,78.7,Quiet attrition,1,Moderate,9.4,0.0,10.2
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,16,modest,31.1,62.1,59.9,47.4,48.0,education,26.5,77.4,Hold the line,0,Low,9.2,5.6,29.9
41-4011.07,Solar Sales Representatives and Assessors,Sales,Sales,3,284800.0,142400.0,13,modest,63.4,37.1,35.7,38.5,34.7,education,29.6,61.3,Clear win,0,Low,9.1,15.5,31.1
15-1232.00,Computer User Support Specialists,Technologists and Technicians,Computer and Mathematical,3,717190.0,717190.0,16,modest,64.5,37.2,36.0,38.0,37.4,education,18.5,68.6,Clear win,0,Low,9.1,7.5,25.7
17-3011.00,Architectural and Civil Drafters,Technologists and Technicians,Architecture and Engineering,3,103700.0,103700.0,26,modest,35.7,48.3,48.5,53.0,50.0,job_zone,41.7,77.3,Quiet attrition,1,Moderate,9.1,8.6,21.0
17-3027.00,Mechanical Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,36190.0,18095.0,30,modest,39.6,47.5,47.2,48.3,32.3,education,54.3,79.4,Low stakes,0,Low,9.1,3.0,18.6
17-2121.00,Marine Engineers and Naval Architects,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,8250.0,8250.0,30,modest,29.6,52.6,48.6,57.9,41.3,education,71.9,78.6,Protect,2,High,9.0,3.0,23.9
17-3026.00,Industrial Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,75570.0,37785.0,30,modest,30.0,54.0,51.9,54.1,50.0,job_zone,45.5,77.4,Protect,2,High,8.8,3.2,24.9
17-3013.00,Mechanical Drafters,Technologists and Technicians,Architecture and Engineering,3,39960.0,39960.0,16,modest,31.4,48.5,41.4,56.5,50.0,job_zone,53.1,78.0,Quiet attrition,1,Moderate,8.6,7.1,18.9
17-2199.05,Mechatronics Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,23,modest,32.3,57.2,52.6,46.3,40.4,education,36.9,75.1,Hold the line,0,Low,8.6,11.0,33.5
17-2199.11,Solar Energy Systems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,13,modest,33.5,53.7,51.6,45.3,37.6,education,36.9,77.1,Hold the line,0,Low,8.1,6.6,30.7
17-3027.01,Automotive Engineering Technicians,Technologists and Technicians,Architecture and Engineering,3,36190.0,18095.0,18,modest,34.3,46.7,46.9,50.3,36.9,education,54.3,77.6,Quiet attrition,1,Moderate,8.1,0.0,12.7
29-2033.00,Nuclear Medicine Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,17080.0,17080.0,17,modest,23.5,65.1,64.2,53.1,36.9,education,63.2,78.3,Protect,2,High,8.1,0.0,11.0
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales,Sales,4,284800.0,142400.0,33,modest,67.8,33.1,31.7,35.8,32.9,education,29.6,52.5,Clear win,0,Low,8.0,13.8,21.2
17-2071.00,Electrical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,198750.0,198750.0,22,modest,28.9,56.5,50.9,48.9,45.6,education,33.9,79.5,Hold the line,0,Low,8.0,5.1,26.7
29-1126.00,Respiratory Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,139790.0,139790.0,23,modest,20.6,74.6,70.4,51.7,50.0,job_zone,38.1,76.4,Protect,2,High,7.9,0.0,26.7
19-2031.00,Chemists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,82770.0,82770.0,12,modest,24.7,54.0,56.1,58.6,59.5,education,44.4,77.4,Protect,2,High,7.8,0.0,24.7
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Technologists and Technicians,"Life, Physical, and Social Science",4,6980.0,6980.0,29,modest,22.3,45.9,42.8,75.7,75.0,job_zone,73.9,80.2,Quiet attrition,1,Moderate,7.7,0.0,9.0
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Technologists and Technicians,"Life, Physical, and Social Science",4,34670.0,34670.0,25,modest,25.7,55.0,56.0,53.0,40.2,education,54.8,82.5,Protect,2,High,7.5,0.0,21.7
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,28,modest,30.1,47.5,48.1,50.9,31.6,education,64.4,78.7,Quiet attrition,1,Moderate,7.3,0.0,14.6
29-2034.00,Radiologic Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,230490.0,230490.0,30,modest,21.1,67.9,67.6,49.7,50.0,job_zone,32.1,75.2,Hold the line,0,Low,7.1,0.0,18.6
29-2099.01,Neurodiagnostic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,16,modest,24.5,70.4,67.5,40.9,30.5,education,34.9,76.1,Hold the line,0,Low,7.1,0.0,23.5
19-4051.02,Nuclear Monitoring Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,16,modest,25.1,53.9,57.1,51.7,27.3,education,74.8,78.1,Protect,2,High,7.0,0.0,0.0
29-2052.00,Pharmacy Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,471680.0,471680.0,21,modest,41.1,47.4,41.4,34.5,22.1,education,23.6,82.0,Low stakes,0,Low,6.7,0.0,6.9
29-2081.00,"Opticians, Dispensing",Technologists and Technicians,Healthcare Practitioners and Technical,3,73530.0,73530.0,21,modest,28.2,58.6,54.1,40.7,21.6,education,45.8,81.0,Hold the line,0,Low,6.7,0.0,16.7
29-1141.00,Registered Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,27,modest,27.3,74.2,72.6,33.2,38.0,education,0.0,71.0,Hold the line,0,Low,6.7,11.2,34.0
29-2032.00,Diagnostic Medical Sonographers,Technologists and Technicians,Healthcare Practitioners and Technical,3,90160.0,90160.0,19,modest,18.5,67.0,63.3,53.1,50.0,job_zone,43.3,75.7,Protect,2,High,6.6,1.9,16.3
19-4051.00,Nuclear Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,18,modest,19.3,54.8,61.0,62.8,50.0,job_zone,74.8,76.9,Protect,2,High,6.6,0.0,9.6
29-2091.00,Orthotists and Prosthetists,Technologists and Technicians,Healthcare Practitioners and Technical,5,9390.0,9390.0,15,modest,14.5,68.4,66.4,66.2,60.4,education,70.4,74.2,Protect,2,High,6.6,0.0,20.6
17-1022.00,Surveyors,Technologists and Technicians,Architecture and Engineering,4,50830.0,25415.0,24,modest,26.2,51.9,45.2,47.1,34.4,education,50.2,74.0,Hold the line,0,Low,6.4,0.0,7.7
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,180510.0,180510.0,12,modest,16.7,75.0,77.2,50.4,50.0,job_zone,35.0,74.5,Protect,2,High,6.3,0.0,23.5
29-2043.00,Paramedics,Technologists and Technicians,Healthcare Practitioners and Technical,3,100610.0,100610.0,13,modest,14.8,81.6,75.2,52.2,50.0,job_zone,42.0,72.8,Protect,2,High,6.3,0.3,34.9
29-2031.00,Cardiovascular Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,62960.0,62960.0,21,modest,19.1,73.0,64.3,44.2,30.1,education,47.6,74.5,Hold the line,0,Low,6.2,0.0,15.3
19-1022.00,Microbiologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,18940.0,18940.0,14,modest,20.1,51.9,51.5,58.3,50.0,education,62.0,73.3,Protect,2,High,6.1,0.0,20.9
29-2011.00,Medical and Clinical Laboratory Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,15,modest,20.0,67.0,73.4,44.0,41.9,education,27.7,73.9,Hold the line,0,Low,5.9,0.0,10.4
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Managerial,Managerial,4,220260.0,110130.0,18,modest,24.3,53.8,45.0,44.6,49.5,education,32.7,50.0,Hold the line,0,Low,5.8,0.0,33.8
29-1124.00,Radiation Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,17070.0,17070.0,22,modest,15.9,70.2,66.8,52.3,35.7,education,63.2,77.3,Protect,2,High,5.8,0.0,16.2
29-2092.00,Hearing Aid Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,11270.0,11270.0,11,modest,13.2,68.8,79.1,62.7,53.1,education,68.2,78.5,Protect,2,High,5.7,0.0,17.4
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,11280.0,11280.0,11,modest,22.9,49.1,51.9,48.9,25.9,education,68.2,77.7,Low stakes,0,Low,5.5,0.0,9.6
17-3031.00,Surveying and Mapping Technicians,Technologists and Technicians,Architecture and Engineering,3,58010.0,58010.0,30,modest,21.2,46.0,41.5,55.3,50.0,job_zone,48.6,78.4,Quiet attrition,1,Moderate,5.4,0.0,-1.3
17-3024.01,Robotics Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,22,modest,22.7,46.9,47.9,50.5,31.5,education,64.4,77.3,Quiet attrition,1,Moderate,5.4,0.0,8.4
29-2011.02,Cytotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,5,332940.0,55490.0,13,modest,16.2,67.3,66.7,48.8,51.0,education,27.7,75.0,Hold the line,0,Low,5.3,0.0,9.8
29-1141.03,Critical Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,29,modest,19.3,75.6,77.9,36.5,43.1,education,0.0,74.8,Hold the line,0,Low,5.3,4.2,29.0
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,43390.0,43390.0,24,modest,16.7,64.1,65.5,47.3,31.3,education,52.1,79.9,Hold the line,0,Low,5.1,0.0,16.4
19-4031.00,Chemical Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,57540.0,57540.0,16,modest,22.4,49.3,50.7,45.7,31.5,education,48.7,76.6,Low stakes,0,Low,5.0,0.0,20.6
29-1292.00,Dental Hygienists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,222740.0,222740.0,16,modest,17.1,64.6,51.4,45.5,39.2,education,32.5,80.6,Hold the line,0,Low,5.0,0.0,17.3
17-3029.08,Photonics Technicians,Technologists and Technicians,Architecture and Engineering,3,59930.0,29965.0,24,modest,25.6,43.1,48.0,44.7,29.2,education,48.2,78.2,Low stakes,0,Low,4.9,0.0,2.6
29-1071.01,Anesthesiologist Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,16,modest,8.6,75.4,67.4,76.0,100.0,job_zone,36.3,75.5,Protect,2,High,4.9,0.0,19.9
29-2053.00,Psychiatric Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,156960.0,156960.0,16,modest,16.6,65.5,57.6,41.9,31.0,education,36.7,77.0,Hold the line,0,Low,4.6,0.0,26.3
19-4092.00,Forensic Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,19120.0,19120.0,24,modest,12.9,69.8,43.7,49.9,30.4,education,61.9,80.8,Hold the line,0,Low,4.5,0.0,19.1
29-2012.00,Medical and Clinical Laboratory Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,14,modest,14.3,62.9,71.2,49.0,50.0,job_zone,27.7,78.2,Hold the line,0,Low,4.4,0.0,3.6
17-3029.01,Non-Destructive Testing Specialists,Technologists and Technicians,Architecture and Engineering,,59930.0,29965.0,16,modest,22.4,47.7,49.7,40.4,21.3,education,48.2,76.6,Low stakes,0,Low,4.3,0.0,-0.4
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Technologists and Technicians,Healthcare Practitioners and Technical,3,648410.0,648410.0,22,modest,18.5,61.7,48.9,35.8,28.3,education,19.7,78.5,Hold the line,0,Low,4.1,0.0,13.7
19-4021.00,Biological Technicians,Technologists and Technicians,"Life, Physical, and Social Science",4,69620.0,69620.0,18,modest,18.7,41.6,47.8,50.9,41.4,education,46.4,81.6,Quiet attrition,1,Moderate,4.0,0.0,6.9
